brand,model,year,total_complaints,cv_wellness_complaints,cv_wellness,wb_wellness_complaints,wb_wellness,brk_wellness_complaints,brk_wellness,bat_wellness_complaints,bat_wellness,alt_wellness_complaints,alt_wellness,sta_wellness_complaints,sta_wellness,coolant_wellness_complaints,coolant_wellness,ignition_wellness_complaints,ignition_wellness,fuel_wellness_complaints,fuel_wellness,drivetrain_score,electrical_score,engine_score,overall_score
Honda,Accord,2011,295,3,88.6,1,96.2,17,35.4,4,84.8,1,96.2,0,100.0,1,96.2,10,62.0,7,73.4,73.4,93.67,77.2,81.42
Honda,Accord,2012,376,3,88.6,7,73.4,64,5.0,3,88.6,2,92.4,3,88.6,5,81.0,10,62.0,6,77.2,55.67,89.87,73.4,72.98
Honda,Accord,2013,1405,7,73.4,8,69.6,204,5.0,160,5.0,28,5.0,204,5.0,6,77.2,50,5.0,52,5.0,49.33,5.0,29.07,27.8
Honda,Accord,2014,961,3,88.6,3,88.6,198,5.0,129,5.0,27,5.0,200,5.0,4,84.8,38,5.0,33,5.0,60.73,5.0,31.6,32.44
Honda,Accord,2015,585,0,100.0,1,96.2,73,5.0,124,5.0,37,5.0,112,5.0,6,77.2,29,5.0,37,5.0,67.07,5.0,29.07,33.71
Honda,Accord,2016,569,0,100.0,1,96.2,64,5.0,46,5.0,11,58.2,17,35.4,8,69.6,13,50.6,32,5.0,67.07,32.87,41.73,47.22
Honda,Accord,2017,510,0,100.0,3,88.6,76,5.0,40,5.0,8,69.6,8,69.6,6,77.2,10,62.0,63,5.0,64.53,48.07,48.07,53.56
Honda,Accord,2018,1680,0,100.0,3,88.6,398,5.0,66,5.0,7,73.4,3,88.6,266,5.0,146,5.0,414,5.0,64.53,55.67,5.0,41.73
Honda,Accord,2019,590,0,100.0,4,84.8,165,5.0,19,27.8,5,81.0,1,96.2,73,5.0,40,5.0,146,5.0,63.27,68.33,5.0,45.53
Honda,Accord,2020,316,0,100.0,2,92.4,88,5.0,7,73.4,1,96.2,0,100.0,19,27.8,14,46.8,35,5.0,65.8,89.87,26.53,60.73
Honda,Accord,2021,181,0,100.0,2,92.4,57,5.0,9,65.8,1,96.2,0,100.0,20,24.0,6,77.2,13,50.6,65.8,87.33,50.6,67.91
Honda,Accord,2022,157,0,100.0,1,96.2,43,5.0,4,84.8,0,100.0,1,96.2,11,58.2,8,69.6,6,77.2,67.07,93.67,68.33,76.36
Honda,CR-V,2000,141,0,100.0,0,100.0,5,81.0,0,100.0,0,100.0,0,100.0,3,88.6,6,77.2,3,88.6,93.67,100.0,84.8,92.82
Honda,CR-V,2001,151,0,100.0,0,100.0,12,54.4,2,92.4,0,100.0,1,96.2,5,81.0,7,73.4,8,69.6,84.8,96.2,74.67,85.22
Honda,CR-V,2002,526,1,96.2,0,100.0,49,5.0,4,84.8,2,92.4,0,100.0,11,58.2,38,5.0,8,69.6,67.07,92.4,44.27,67.91
Honda,CR-V,2003,493,0,100.0,1,96.2,49,5.0,6,77.2,2,92.4,3,88.6,15,43.0,15,43.0,8,69.6,67.07,86.07,51.87,68.34
Honda,CR-V,2004,500,1,96.2,0,100.0,34,5.0,7,73.4,3,88.6,2,92.4,12,54.4,13,50.6,7,73.4,67.07,84.8,59.47,70.45
Honda,CR-V,2005,477,1,96.2,0,100.0,34,5.0,6,77.2,0,100.0,3,88.6,6,77.2,6,77.2,3,88.6,67.07,88.6,81.0,78.89
Honda,CR-V,2006,398,0,100.0,0,100.0,47,5.0,6,77.2,1,96.2,3,88.6,3,88.6,9,65.8,3,88.6,68.33,87.33,81.0,78.89
Honda,CR-V,2007,884,1,96.2,2,92.4,46,5.0,13,50.6,3,88.6,7,73.4,3,88.6,21,20.2,4,84.8,64.53,70.87,64.53,66.64
Honda,CR-V,2008,958,0,100.0,1,96.2,50,5.0,15,43.0,4,84.8,5,81.0,4,84.8,15,43.0,6,77.2,67.07,69.6,68.33,68.33
Honda,CR-V,2009,385,0,100.0,0,100.0,19,27.8,8,69.6,0,100.0,1,96.2,3,88.6,5,81.0,3,88.6,75.93,88.6,86.07,83.53
Honda,CR-V,2010,477,0,100.0,1,96.2,38,5.0,8,69.6,2,92.4,2,92.4,3,88.6,8,69.6,11,58.2,67.07,84.8,72.13,74.67
Honda,CR-V,2011,547,0,100.0,0,100.0,36,5.0,9,65.8,0,100.0,1,96.2,3,88.6,8,69.6,1,96.2,68.33,87.33,84.8,80.15
Honda,CR-V,2012,393,1,96.2,1,96.2,36,5.0,41,5.0,14,46.8,11,58.2,3,88.6,6,77.2,9,65.8,65.8,36.67,77.2,59.89
Honda,CR-V,2013,377,0,100.0,3,88.6,39,5.0,14,46.8,5,81.0,7,73.4,3,88.6,7,73.4,15,43.0,64.53,67.07,68.33,66.64
Honda,CR-V,2014,580,2,92.4,1,96.2,52,5.0,19,27.8,6,77.2,13,50.6,12,54.4,10,62.0,12,54.4,64.53,51.87,56.93,57.78
Honda,CR-V,2015,658,0,100.0,2,92.4,106,5.0,45,5.0,9,65.8,21,20.2,11,58.2,13,50.6,45,5.0,65.8,30.33,37.93,44.69
Honda,CR-V,2016,386,0,100.0,1,96.2,40,5.0,29,5.0,5,81.0,3,88.6,9,65.8,9,65.8,36,5.0,67.07,58.2,45.53,56.93
Honda,CR-V,2017,1692,0,100.0,0,100.0,416,5.0,174,5.0,16,39.2,5,81.0,39,5.0,82,5.0,242,5.0,68.33,41.73,5.0,38.35
Honda,CR-V,2018,1989,2,92.4,3,88.6,454,5.0,94,5.0,3,88.6,0,100.0,41,5.0,59,5.0,420,5.0,62.0,64.53,5.0,43.84
Honda,CR-V,2019,1014,1,96.2,1,96.2,285,5.0,68,5.0,2,92.4,4,84.8,11,58.2,22,16.4,217,5.0,65.8,60.73,26.53,51.02
Honda,CR-V,2020,302,1,96.2,0,100.0,66,5.0,16,39.2,0,100.0,1,96.2,2,92.4,3,88.6,33,5.0,67.07,78.47,62.0,69.18
Honda,CR-V,2021,261,0,100.0,0,100.0,70,5.0,4,84.8,2,92.4,1,96.2,10,62.0,9,65.8,19,27.8,68.33,91.13,51.87,70.44
Honda,CR-V,2022,182,0,100.0,0,100.0,35,5.0,7,73.4,0,100.0,0,100.0,2,92.4,2,92.4,6,77.2,68.33,91.13,87.33,82.26
Honda,CR-V,2023,486,0,100.0,0,100.0,48,5.0,8,69.6,1,96.2,1,96.2,5,81.0,3,88.6,19,27.8,68.33,87.33,65.8,73.82
Honda,CR-V,2024,349,0,100.0,0,100.0,43,5.0,7,73.4,0,100.0,0,100.0,4,84.8,7,73.4,37,5.0,68.33,91.13,54.4,71.29
Honda,CR-V,2025,194,0,100.0,1,96.2,33,5.0,8,69.6,1,96.2,1,96.2,2,92.4,2,92.4,18,31.6,67.07,87.33,72.13,75.51
Honda,Pilot,2003,745,3,88.6,4,84.8,70,5.0,6,77.2,0,100.0,1,96.2,8,69.6,110,5.0,13,50.6,59.47,91.13,41.73,64.11
Honda,Pilot,2004,544,0,100.0,1,96.2,40,5.0,3,88.6,0,100.0,0,100.0,2,92.4,43,5.0,4,84.8,67.07,96.2,60.73,74.67
Honda,Pilot,2005,678,0,100.0,3,88.6,183,5.0,15,43.0,3,88.6,3,88.6,66,5.0,23,12.6,11,58.2,64.53,73.4,25.27,54.4
Honda,Pilot,2006,266,0,100.0,1,96.2,52,5.0,4,84.8,2,92.4,0,100.0,10,62.0,20,24.0,2,92.4,67.07,92.4,59.47,72.98
Honda,Pilot,2007,211,0,100.0,0,100.0,37,5.0,4,84.8,0,100.0,0,100.0,6,77.2,5,81.0,4,84.8,68.33,94.93,81.0,81.42
Honda,Pilot,2008,132,0,100.0,0,100.0,15,43.0,0,100.0,0,100.0,0,100.0,3,88.6,2,92.4,0,100.0,81.0,100.0,93.67,91.56
Honda,Pilot,2009,134,2,92.4,2,92.4,21,20.2,2,92.4,0,100.0,0,100.0,3,88.6,5,81.0,3,88.6,68.33,97.47,86.07,83.96
Honda,Pilot,2010,111,0,100.0,1,96.2,18,31.6,1,96.2,0,100.0,0,100.0,0,100.0,11,58.2,1,96.2,75.93,98.73,84.8,86.49
Honda,Pilot,2011,289,3,88.6,2,92.4,54,5.0,9,65.8,0,100.0,2,92.4,1,96.2,16,39.2,4,84.8,62.0,86.07,73.4,73.82
Honda,Pilot,2012,169,0,100.0,2,92.4,32,5.0,4,84.8,4,84.8,1,96.2,0,100.0,9,65.8,16,39.2,65.8,88.6,68.33,74.24
Honda,Pilot,2013,265,1,96.2,4,84.8,48,5.0,0,100.0,0,100.0,1,96.2,3,88.6,19,27.8,10,62.0,62.0,98.73,59.47,73.4
Honda,Pilot,2014,114,1,96.2,1,96.2,22,16.4,1,96.2,1,96.2,0,100.0,3,88.6,19,27.8,5,81.0,69.6,97.47,65.8,77.62
Honda,Pilot,2015,105,0,100.0,0,100.0,14,46.8,1,96.2,1,96.2,0,100.0,4,84.8,11,58.2,5,81.0,82.27,97.47,74.67,84.8
Honda,Pilot,2016,1613,1,96.2,3,88.6,219,5.0,194,5.0,16,39.2,27,5.0,25,5.0,84,5.0,212,5.0,63.27,16.4,5.0,28.22
Honda,Pilot,2017,864,0,100.0,1,96.2,173,5.0,124,5.0,6,77.2,16,39.2,9,65.8,28,5.0,161,5.0,67.07,40.47,25.27,44.27
Honda,Pilot,2018,416,0,100.0,0,100.0,65,5.0,32,5.0,0,100.0,5,81.0,3,88.6,17,35.4,114,5.0,68.33,62.0,43.0,57.78
Honda,Pilot,2019,815,0,100.0,0,100.0,145,5.0,96,5.0,4,84.8,13,50.6,4,84.8,21,20.2,177,5.0,68.33,46.8,36.67,50.6
Honda,Pilot,2020,444,0,100.0,0,100.0,100,5.0,41,5.0,3,88.6,2,92.4,4,84.8,10,62.0,47,5.0,68.33,62.0,50.6,60.31
Honda,Pilot,2021,374,0,100.0,0,100.0,83,5.0,43,5.0,3,88.6,11,58.2,2,92.4,7,73.4,20,24.0,68.33,50.6,63.27,60.73
Honda,Pilot,2022,112,0,100.0,0,100.0,36,5.0,8,69.6,0,100.0,0,100.0,0,100.0,0,100.0,11,58.2,68.33,89.87,86.07,81.42
Honda,Pilot,2023,96,0,100.0,0,100.0,24,8.8,2,92.4,0,100.0,0,100.0,1,96.2,1,96.2,7,73.4,69.6,97.47,88.6,85.22
Honda,Pilot,2024,86,0,100.0,0,100.0,22,16.4,3,88.6,0,100.0,0,100.0,0,100.0,1,96.2,4,84.8,72.13,96.2,93.67,87.33
Honda,Pilot,2025,123,0,100.0,0,100.0,31,5.0,4,84.8,1,96.2,1,96.2,0,100.0,1,96.2,4,84.8,68.33,92.4,93.67,84.8
Honda,Ridgeline,2003,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Honda,Ridgeline,2004,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Honda,Ridgeline,2005,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Honda,Ridgeline,2006,240,0,100.0,0,100.0,21,20.2,5,81.0,1,96.2,1,96.2,23,12.6,5,81.0,10,62.0,73.4,91.13,51.87,72.13
Honda,Ridgeline,2007,160,0,100.0,0,100.0,11,58.2,3,88.6,0,100.0,0,100.0,11,58.2,6,77.2,0,100.0,86.07,96.2,78.47,86.91
Honda,Ridgeline,2008,140,0,100.0,0,100.0,7,73.4,1,96.2,0,100.0,0,100.0,4,84.8,0,100.0,0,100.0,91.13,98.73,94.93,94.93
Honda,Ridgeline,2009,35,0,100.0,0,100.0,2,92.4,0,100.0,0,100.0,0,100.0,2,92.4,1,96.2,0,100.0,97.47,100.0,96.2,97.89
Honda,Ridgeline,2010,42,0,100.0,0,100.0,9,65.8,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,88.6,100.0,100.0,96.2
Honda,Ridgeline,2011,39,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Honda,Ridgeline,2012,24,0,100.0,0,100.0,3,88.6,0,100.0,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,96.2,98.73,100.0,98.31
Honda,Ridgeline,2013,45,0,100.0,0,100.0,4,84.8,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,94.93,100.0,98.73,97.89
Honda,Ridgeline,2014,33,0,100.0,0,100.0,4,84.8,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,94.93,98.73,98.73,97.46
Honda,Ridgeline,2015,2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Honda,Ridgeline,2016,0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,100.0,100.0,100.0,100.0
Honda,Ridgeline,2017,323,0,100.0,0,100.0,35,5.0,12,54.4,1,96.2,0,100.0,8,69.6,5,81.0,20,24.0,68.33,83.53,58.2,70.02
Honda,Ridgeline,2018,154,0,100.0,0,100.0,8,69.6,4,84.8,0,100.0,1,96.2,1,96.2,4,84.8,24,8.8,89.87,93.67,63.27,82.27
Honda,Ridgeline,2019,225,0,100.0,0,100.0,18,31.6,6,77.2,0,100.0,1,96.2,0,100.0,1,96.2,62,5.0,77.2,91.13,67.07,78.47
Honda,Ridgeline,2020,158,0,100.0,0,100.0,22,16.4,14,46.8,1,96.2,5,81.0,0,100.0,3,88.6,7,73.4,72.13,74.67,87.33,78.04
Honda,Ridgeline,2021,91,0,100.0,0,100.0,16,39.2,0,100.0,1,96.2,1,96.2,1,96.2,1,96.2,3,88.6,79.73,97.47,93.67,90.29
Honda,Ridgeline,2022,109,0,100.0,0,100.0,19,27.8,3,88.6,0,100.0,1,96.2,0,100.0,2,92.4,7,73.4,75.93,94.93,88.6,86.49
Honda,Ridgeline,2023,110,0,100.0,0,100.0,8,69.6,4,84.8,0,100.0,0,100.0,1,96.2,1,96.2,4,84.8,89.87,94.93,92.4,92.4
Honda,Ridgeline,2024,43,0,100.0,0,100.0,9,65.8,2,92.4,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,88.6,97.47,100.0,95.36
Honda,Ridgeline,2025,47,0,100.0,0,100.0,11,58.2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,86.07,100.0,98.73,94.93
Subaru,Forester,2000,79,0,100.0,18,31.6,5,81.0,0,100.0,0,100.0,0,100.0,6,77.2,0,100.0,3,88.6,70.87,100.0,88.6,86.49
Subaru,Forester,2001,146,1,96.2,17,35.4,31,5.0,1,96.2,1,96.2,0,100.0,12,54.4,4,84.8,5,81.0,45.53,97.47,73.4,72.13
Subaru,Forester,2002,93,2,92.4,2,92.4,23,12.6,0,100.0,0,100.0,0,100.0,5,81.0,1,96.2,9,65.8,65.8,100.0,81.0,82.27
Subaru,Forester,2003,191,2,92.4,2,92.4,20,24.0,2,92.4,0,100.0,0,100.0,14,46.8,3,88.6,7,73.4,69.6,97.47,69.6,78.89
Subaru,Forester,2004,219,4,84.8,6,77.2,15,43.0,1,96.2,1,96.2,0,100.0,7,73.4,3,88.6,7,73.4,68.33,97.47,78.47,81.42
Subaru,Forester,2005,93,0,100.0,2,92.4,15,43.0,1,96.2,1,96.2,0,100.0,0,100.0,4,84.8,1,96.2,78.47,97.47,93.67,89.87
Subaru,Forester,2006,88,1,96.2,2,92.4,13,50.6,1,96.2,0,100.0,0,100.0,6,77.2,2,92.4,3,88.6,79.73,98.73,86.07,88.18
Subaru,Forester,2007,72,2,92.4,2,92.4,10,62.0,0,100.0,0,100.0,0,100.0,8,69.6,0,100.0,0,100.0,82.27,100.0,89.87,90.71
Subaru,Forester,2008,50,1,96.2,1,96.2,8,69.6,1,96.2,1,96.2,0,100.0,3,88.6,1,96.2,1,96.2,87.33,97.47,93.67,92.82
Subaru,Forester,2009,178,1,96.2,2,92.4,28,5.0,1,96.2,0,100.0,0,100.0,9,65.8,5,81.0,2,92.4,64.53,98.73,79.73,81.0
Subaru,Forester,2010,261,0,100.0,0,100.0,50,5.0,1,96.2,0,100.0,0,100.0,14,46.8,8,69.6,5,81.0,68.33,98.73,65.8,77.62
Subaru,Forester,2011,147,0,100.0,0,100.0,24,8.8,3,88.6,0,100.0,2,92.4,7,73.4,8,69.6,2,92.4,69.6,93.67,78.47,80.58
Subaru,Forester,2012,104,0,100.0,0,100.0,22,16.4,3,88.6,0,100.0,1,96.2,4,84.8,1,96.2,2,92.4,72.13,94.93,91.13,86.06
Subaru,Forester,2013,77,0,100.0,0,100.0,13,50.6,1,96.2,0,100.0,0,100.0,3,88.6,4,84.8,2,92.4,83.53,98.73,88.6,90.29
Subaru,Forester,2014,402,1,96.2,10,62.0,78,5.0,8,69.6,1,96.2,3,88.6,3,88.6,21,20.2,12,54.4,54.4,84.8,54.4,64.53
Subaru,Forester,2015,605,5,81.0,13,50.6,121,5.0,33,5.0,2,92.4,4,84.8,9,65.8,15,43.0,49,5.0,45.53,60.73,37.93,48.06
Subaru,Forester,2016,400,1,96.2,3,88.6,65,5.0,37,5.0,4,84.8,3,88.6,4,84.8,39,5.0,18,31.6,63.27,59.47,40.47,54.4
Subaru,Forester,2017,565,0,100.0,3,88.6,38,5.0,52,5.0,4,84.8,1,96.2,1,96.2,52,5.0,13,50.6,64.53,62.0,50.6,59.04
Subaru,Forester,2018,480,0,100.0,4,84.8,35,5.0,46,5.0,2,92.4,1,96.2,2,92.4,13,50.6,16,39.2,63.27,64.53,60.73,62.84
Subaru,Forester,2019,828,1,96.2,1,96.2,60,5.0,71,5.0,5,81.0,7,73.4,27,5.0,6,77.2,26,5.0,65.8,53.13,29.07,49.33
Subaru,Forester,2020,588,0,100.0,0,100.0,45,5.0,52,5.0,6,77.2,2,92.4,23,12.6,8,69.6,8,69.6,68.33,58.2,50.6,59.04
Subaru,Forester,2021,199,1,96.2,0,100.0,22,16.4,21,20.2,1,96.2,1,96.2,2,92.4,3,88.6,6,77.2,70.87,70.87,86.07,75.94
Subaru,Forester,2022,91,0,100.0,0,100.0,13,50.6,3,88.6,0,100.0,1,96.2,1,96.2,1,96.2,2,92.4,83.53,94.93,94.93,91.13
Subaru,Forester,2023,65,0,100.0,1,96.2,9,65.8,4,84.8,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,87.33,94.93,98.73,93.66
Subaru,Forester,2024,26,0,100.0,0,100.0,3,88.6,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,96.2,100.0,98.73,98.31
Subaru,Forester,2025,61,0,100.0,0,100.0,6,77.2,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,92.4,98.73,98.73,96.62
Subaru,Outback,2000,215,3,88.6,1,96.2,25,5.0,1,96.2,2,92.4,0,100.0,30,5.0,3,88.6,6,77.2,63.27,96.2,56.93,72.13
Subaru,Outback,2001,170,0,100.0,1,96.2,43,5.0,1,96.2,1,96.2,0,100.0,11,58.2,2,92.4,6,77.2,67.07,97.47,75.93,80.16
Subaru,Outback,2002,153,0,100.0,0,100.0,39,5.0,1,96.2,0,100.0,0,100.0,17,35.4,3,88.6,16,39.2,68.33,98.73,54.4,73.82
Subaru,Outback,2003,95,0,100.0,1,96.2,15,43.0,1,96.2,0,100.0,0,100.0,12,54.4,1,96.2,9,65.8,79.73,98.73,72.13,83.53
Subaru,Outback,2004,90,3,88.6,2,92.4,14,46.8,3,88.6,1,96.2,0,100.0,6,77.2,3,88.6,2,92.4,75.93,94.93,86.07,85.64
Subaru,Outback,2005,273,3,88.6,13,50.6,45,5.0,7,73.4,2,92.4,0,100.0,4,84.8,3,88.6,5,81.0,48.07,88.6,84.8,73.82
Subaru,Outback,2006,280,1,96.2,7,73.4,32,5.0,2,92.4,0,100.0,0,100.0,13,50.6,6,77.2,13,50.6,58.2,97.47,59.47,71.71
Subaru,Outback,2007,129,2,92.4,3,88.6,20,24.0,0,100.0,0,100.0,0,100.0,10,62.0,2,92.4,2,92.4,68.33,100.0,82.27,83.53
Subaru,Outback,2008,228,2,92.4,6,77.2,43,5.0,3,88.6,3,88.6,1,96.2,7,73.4,4,84.8,5,81.0,58.2,91.13,79.73,76.35
Subaru,Outback,2009,110,1,96.2,0,100.0,14,46.8,1,96.2,0,100.0,0,100.0,5,81.0,2,92.4,7,73.4,81.0,98.73,82.27,87.33
Subaru,Outback,2010,359,0,100.0,2,92.4,86,5.0,2,92.4,2,92.4,0,100.0,12,54.4,8,69.6,70,5.0,65.8,94.93,43.0,67.91
Subaru,Outback,2011,647,0,100.0,2,92.4,138,5.0,10,62.0,2,92.4,1,96.2,24,8.8,10,62.0,127,5.0,65.8,83.53,25.27,58.2
Subaru,Outback,2012,290,0,100.0,2,92.4,81,5.0,8,69.6,1,96.2,2,92.4,10,62.0,9,65.8,56,5.0,65.8,86.07,44.27,65.38
Subaru,Outback,2013,293,0,100.0,3,88.6,55,5.0,3,88.6,1,96.2,1,96.2,9,65.8,2,92.4,15,43.0,64.53,93.67,67.07,75.09
Subaru,Outback,2014,207,0,100.0,1,96.2,42,5.0,5,81.0,2,92.4,3,88.6,3,88.6,6,77.2,12,54.4,67.07,87.33,73.4,75.93
Subaru,Outback,2015,498,2,92.4,12,54.4,49,5.0,91,5.0,13,50.6,7,73.4,3,88.6,11,58.2,3,88.6,50.6,43.0,78.47,57.36
Subaru,Outback,2016,630,1,96.2,2,92.4,52,5.0,245,5.0,30,5.0,9,65.8,2,92.4,94,5.0,7,73.4,64.53,25.27,56.93,48.91
Subaru,Outback,2017,909,0,100.0,1,96.2,59,5.0,349,5.0,26,5.0,11,58.2,1,96.2,64,5.0,10,62.0,67.07,22.73,54.4,48.07
Subaru,Outback,2018,787,0,100.0,3,88.6,44,5.0,170,5.0,6,77.2,8,69.6,5,81.0,10,62.0,17,35.4,64.53,50.6,59.47,58.2
Subaru,Outback,2019,1023,2,92.4,1,96.2,46,5.0,294,5.0,12,54.4,15,43.0,8,69.6,5,81.0,28,5.0,64.53,34.13,51.87,50.18
Subaru,Outback,2020,887,1,96.2,3,88.6,43,5.0,209,5.0,10,62.0,12,54.4,11,58.2,6,77.2,9,65.8,63.27,40.47,67.07,56.94
Subaru,Outback,2021,284,0,100.0,2,92.4,21,20.2,44,5.0,1,96.2,2,92.4,4,84.8,6,77.2,3,88.6,70.87,64.53,83.53,72.98
Subaru,Outback,2022,439,0,100.0,0,100.0,23,12.6,21,20.2,1,96.2,1,96.2,2,92.4,2,92.4,3,88.6,70.87,70.87,91.13,77.62
Subaru,Outback,2023,83,0,100.0,1,96.2,15,43.0,4,84.8,1,96.2,0,100.0,2,92.4,0,100.0,0,100.0,79.73,93.67,97.47,90.29
Subaru,Outback,2024,2,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,98.73,100.0,100.0,99.58
Subaru,Outback,2025,54,0,100.0,0,100.0,10,62.0,1,96.2,0,100.0,0,100.0,2,92.4,0,100.0,1,96.2,87.33,98.73,96.2,94.09
Subaru,Crosstrek,2012,2,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,100.0,100.0,98.73,99.58
Subaru,Crosstrek,2013,25,0,100.0,0,100.0,3,88.6,1,96.2,0,100.0,0,100.0,1,96.2,0,100.0,1,96.2,96.2,98.73,97.47,97.47
Subaru,Crosstrek,2016,131,1,96.2,4,84.8,12,54.4,11,58.2,2,92.4,0,100.0,2,92.4,32,5.0,6,77.2,78.47,83.53,58.2,73.4
Subaru,Crosstrek,2017,97,1,96.2,4,84.8,14,46.8,6,77.2,1,96.2,0,100.0,0,100.0,21,20.2,3,88.6,75.93,91.13,69.6,78.89
Subaru,Crosstrek,2018,192,0,100.0,4,84.8,13,50.6,12,54.4,1,96.2,3,88.6,1,96.2,8,69.6,8,69.6,78.47,79.73,78.47,78.89
Subaru,Crosstrek,2019,274,0,100.0,0,100.0,15,43.0,25,5.0,0,100.0,5,81.0,1,96.2,11,58.2,8,69.6,81.0,62.0,74.67,72.56
Subaru,Crosstrek,2020,64,0,100.0,0,100.0,3,88.6,6,77.2,0,100.0,2,92.4,0,100.0,3,88.6,2,92.4,96.2,89.87,93.67,93.25
Subaru,Crosstrek,2021,100,1,96.2,0,100.0,13,50.6,6,77.2,1,96.2,2,92.4,4,84.8,0,100.0,4,84.8,82.27,88.6,89.87,86.91
Subaru,Crosstrek,2022,28,0,100.0,0,100.0,5,81.0,3,88.6,1,96.2,0,100.0,0,100.0,0,100.0,1,96.2,93.67,94.93,98.73,95.78
Subaru,Crosstrek,2023,29,0,100.0,0,100.0,6,77.2,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,92.4,100.0,98.73,97.04
Subaru,Crosstrek,2024,100,0,100.0,0,100.0,13,50.6,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,83.53,100.0,97.47,93.67
Subaru,Crosstrek,2025,30,0,100.0,0,100.0,2,92.4,0,100.0,0,100.0,0,100.0,0,100.0,0,100.0,1,96.2,97.47,100.0,98.73,98.73
Subaru,Impreza,2000,42,0,100.0,8,69.6,8,69.6,0,100.0,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,79.73,100.0,98.73,92.82
Subaru,Impreza,2001,11,0,100.0,1,96.2,3,88.6,0,100.0,0,100.0,1,96.2,0,100.0,0,100.0,0,100.0,94.93,98.73,100.0,97.89
Subaru,Impreza,2002,300,1,96.2,3,88.6,68,5.0,1,96.2,0,100.0,0,100.0,9,65.8,3,88.6,9,65.8,63.27,98.73,73.4,78.47
Subaru,Impreza,2003,64,0,100.0,0,100.0,15,43.0,0,100.0,0,100.0,0,100.0,3,88.6,1,96.2,4,84.8,81.0,100.0,89.87,90.29
Subaru,Impreza,2004,96,0,100.0,0,100.0,10,62.0,0,100.0,0,100.0,1,96.2,1,96.2,3,88.6,2,92.4,87.33,98.73,92.4,92.82
Subaru,Impreza,2005,75,0,100.0,0,100.0,8,69.6,1,96.2,0,100.0,0,100.0,1,96.2,2,92.4,2,92.4,89.87,98.73,93.67,94.09
Subaru,Impreza,2006,56,0,100.0,2,92.4,8,69.6,0,100.0,0,100.0,0,100.0,1,96.2,1,96.2,1,96.2,87.33,100.0,96.2,94.51
Subaru,Impreza,2007,68,0,100.0,2,92.4,6,77.2,1,96.2,0,100.0,0,100.0,7,73.4,2,92.4,0,100.0,89.87,98.73,88.6,92.4
Subaru,Impreza,2008,209,1,96.2,0,100.0,47,5.0,2,92.4,0,100.0,0,100.0,3,88.6,1,96.2,3,88.6,67.07,97.47,91.13,85.22
Subaru,Impreza,2009,112,0,100.0,0,100.0,34,5.0,1,96.2,0,100.0,1,96.2,8,69.6,1,96.2,3,88.6,68.33,97.47,84.8,83.53
Subaru,Impreza,2010,46,0,100.0,0,100.0,8,69.6,2,92.4,1,96.2,2,92.4,2,92.4,1,96.2,6,77.2,89.87,93.67,88.6,90.71
Subaru,Impreza,2011,57,0,100.0,0,100.0,10,62.0,2,92.4,0,100.0,0,100.0,1,96.2,2,92.4,2,92.4,87.33,97.47,93.67,92.82
Subaru,Impreza,2012,241,0,100.0,2,92.4,29,5.0,4,84.8,1,96.2,2,92.4,3,88.6,7,73.4,4,84.8,65.8,91.13,82.27,79.73
Subaru,Impreza,2013,247,0,100.0,0,100.0,40,5.0,4,84.8,0,100.0,1,96.2,4,84.8,19,27.8,3,88.6,68.33,93.67,67.07,76.36
Subaru,Impreza,2014,106,0,100.0,0,100.0,11,58.2,1,96.2,0,100.0,2,92.4,3,88.6,7,73.4,5,81.0,86.07,96.2,81.0,87.76
